CO_ENTIDADE,NO_ENTIDADE
24089397,SOCIEDADE EDUCACIONAL CONSTRUINDO SABERES LTDA-ME
24089427,ARTE DO SABER-02
24089478,COLEGIO MONTE
24089524,CENTRO EDUCACIONAL ZOE
24089532,COLEGIO ECOPARK LTDA
24089583,OPEN SCHOOL
24089664,CENTRO DE EDUCACAO E CULTURA - CEC
24089834,COLEGIO QI
24089893,ESCOLA E BERCARIO CRESCER
24089907,ESCOLA E BERCARIO CRESCER
24090115,ESCOLA LUMINOVA
24090263,CTECNICA
24090298,ESPACO DREAM KIDS
24090328,KGA DA SILVA COLEGIO LIDER EDUCACAO INTEGRAL
24090417,JARDIM ESCOLA PRINCIPE DA PAZ
24090808,NUCLEO DE ATIV DE ALTAS HABILIDADES - SUPERDOTACAO
24091405,UFRN - ESCOLA DE MUSICA
24091804,CMEI PROFA CARMEM FERNANDES PEDROZA
24092002,CMEI PROF JOSE CARLOS BEZERRA DE JESUS FILHO
24094200,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC ZONA NORTE
24094404,SERVICO NACIONAL DE APRENDIZAGEM COMERCIAL - SENAC BARREIRA ROXA
24095605,CENTRO EDUCACIONAL CARDOSO
24096008,CENTRO DE EDUCACAO PROFISSIONAL SENADOR JESSE PINTO FREIRE CENEP
24097004,COLEGIO CIENCIAS APLICADAS
24097403,CENTRO EDUCACIONAL SANTO AGOSTINHO
24097608,ESCOLA UNIAO
24099007,CEU AZUL COLEGIO E CURSO
24099201,RED AND BLUE GLOBAL EDUCATION
24100005,GALILEU JUNIOR BERCARIO E EDUCACAO INFANTIL
24122211,CMEI PROFA MARIA DE FATIMA MEDEIROS DE ARAUJO
24123200,CMEI PROFA FRANCISCA CELIA MARTINS DE SOUZA
24241202,ENEC - ESCOLA NATALENSE DE EDUCACAO E CULTURA
24255203,CMEI PADRE SABINO GENTILLE
24261203,CRECHE ESCOLA VOVO MARLUCE
24264202,COLEGIO ATIVO
24284319,ESC MUL PROF JOSE MELQUIADES DE MACEDO
24284327,ESC MUL PROFA TEREZA SATSUQUI
24285323,OVER LAGOA NOVA MARCILIO FURTADO
24285331,ESC MUL PROFA TANIA ALMEIDA
24285340,ESC MUL PROFA JOSEANE COUTINHO DIAS
24287318,ESCOLA UNIVERSO DA CRIANCA
24294306,CENTRO EDUCACIONAL NOVO HORIZONTE
24295302,DATACOMPUT COLEGIO E CURSO
24300314,COLEGIO PRINCE LTDA
24309303,APAARN-ASSOC DOS PAIS E AMIGOS DOS AUTISTA DO RN
24318302,COMPLEXO EDUCACIONAL PARQUE DUNAS
24331309,CENTRO DE APRENDIZAGEM BAMBINI LTDA
24331317,CENTRO INTEGRADO DE ATUALIZACAO E CAPACITACAO EM SAUDE - CIACAPS
24332305,ESCOLA FUTURO LIDER
24333301,CENTRO EDUCACIONAL CORACAO DE JESUS
24334308,CENTRO EDUCACIONAL PINHEIROS
24334316,ESCOLA ESTADUAL DO GUARAPES
24336300,LETRINHAS MAGICAS LTDA - ME
24338303,ESC MUL PROFA ZENEIDE IGINO DE MOURA
24344311,SOCIEDADE DE ENSINO INSTITUTO OPUS LTDA
24350303,CENTRO DE EDUCACAO INTEGRADA MAIS LTDA
24351300,EDUCANDARIO BRASIL
